fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4.138566411543241,0.11665863117720428,0.3414158122934272,3.5343701047322926,0.053051457279254435,16.523084902305644,118.54388451240034,0.9853787789933673,2.92799168756972,0.944476986235716,11.203531483522175,7
6.3145279167903965,0.2643900982952735,0.4644241075505458,15.091630811774072,0.0362229606832302,5.411226285967132,163.59864125872804,0.9913959494717615,2.818725951144693,0.7312423371681572,12.012236579822781,7
5.544015915622953,0.053994181407543224,0.32332139231925117,6.974069626311505,0.03802577288693093,12.628556778639453,180.7037791135823,0.9982726343746786,3.2214992951418506,0.6006377877474595,8.763001416071571,7
5.906721671167605,0.17319749082588415,0.21446301462631068,1.6482197845511775,0.02314657903871336,28.546211816084174,185.52939780873203,0.9911208854447665,2.8278520714768396,0.753555530945049,12.426621845383584,7
5.641636711794121,0.17967406823193696,0.48579558936420864,4.7718641252151,0.050893259271499985,22.129118640955372,69.83389475025956,0.9944562894322938,3.0999294905639965,0.7202800613102033,12.725430336818546,8
6.100462598822849,0.35685712327551056,0.2932506581527017,3.415748807436959,0.04364788534645419,4.757582569092975,223.03407258378866,0.9931540643785218,2.9308296551076745,1.0312076659397562,10.643965052203692,7
6.848283694699582,0.042630457591452176,0.23775128280372293,3.7663926686115357,0.057908062391087284,48.444337109553516,219.19258957075613,0.9922322435374736,2.8979193830543943,0.6312021752625503,13.318676858457305,7
4.288475770627241,0.18232972256748908,0.46579559952735106,7.303452880891973,0.030006070744111553,4.603701110790404,82.63321731934298,0.9904547456195274,3.071828117094419,0.8792918605518667,10.238207675041004,7
8.042364038122855,0.28642593181771314,0.5990375080734329,7.94824289471819,0.033798453330886755,17.653305702745367,130.21993345995372,0.9915460378764802,3.2067999241486804,0.6406360484234456,12.682763783220114,7
5.891573860237431,0.21664309492183192,0.372496481528645,5.223285344282081,0.03284390878921078,4.259488588354934,157.6987420689973,0.9947757840733031,3.244792167802406,0.9041505751542372,8.728078878463396,7
5.877444382252325,0.2869992398048142,0.36537615297721293,1.462753637205343,0.03836306201101555,0.31297591566996985,143.84635046377738,0.99229869460628,2.9419831248316366,0.5118632230637292,13.649315857436859,7
6.261627989046,0.13628397028912118,0.5148059669154444,6.520454981510396,0.03716989414581569,11.77244933094584,164.24766102836153,0.9899142763934653,3.331739277746977,0.5615205073757797,13.685208812305017,7
5.62698475620143,0.16248088271353914,0.320835844093236,1.948491333284425,0.07199619446815642,10.373979568208888,166.26241772932985,0.988964040080212,2.8295483461542705,0.8292903004378684,8.986277039508808,8
5.405061466699599,0.37965041272363853,0.3397890950842671,4.67939649419585,0.045024167964474164,1.8157129438404134,219.90455810751553,0.9911018825425195,3.025330812566274,0.7608037432182045,11.112839525732818,8
6.322860483086008,0.09833612238761406,0.7188748155734221,10.50001798511065,0.02955057226855959,9.979087967907972,116.93729295391758,0.9902540357765858,3.1704835018641124,0.8474711282632235,10.726367277667038,7
4.573010146655009,0.2692205202848699,0.354984867643533,20.8507652145682,0.028450661795334398,20.603231994910526,184.31927318432957,0.9905820207690181,3.111559798849553,0.8149406252992885,9.983585480807204,7
5.784502096849144,0.2174631435663002,0.25491014619863434,7.699033434808424,0.037951917880622965,9.531701376863746,174.012310522638,0.9950499730585184,2.83498662180479,0.899047568223772,12.427554710774437,8
4.501157354607717,0.16068679070321967,0.3689410189394611,22.90086381402248,0.07236259990516032,14.833208557092732,136.35965746805493,0.9981247031657469,3.093738486197873,0.39014737282765577,13.122457328695214,7
4.694957646823474,0.11700586630421163,0.23128833553770461,7.837308567083167,0.05918648376911314,-1.1612498230126285,163.12790633483698,0.9865061129060967,3.0067837124127337,0.7475676277215285,14.367975900595424,7
5.7713880819284995,0.34964716534400975,0.2435289471911693,5.800506345756584,0.06467978350380124,6.390453217420156,171.11227251420019,0.9886816647165612,3.3737584926898427,1.2002947110200854,10.892242254341406,7
7.521052287421284,0.25128822708801657,0.4500315870589688,11.08907663657652,0.04753582238129926,25.08928624838506,163.4580733678164,0.9933835053643166,2.8239522325702557,0.788432333492266,12.048677292720662,7
5.5551047560474505,0.2937960346948139,0.3521901022989707,6.7692966542925355,0.06695353234740675,31.046438211259442,181.9037631829526,0.9876058821092618,3.139109250891135,0.5091703867270654,13.333354446427531,7
5.678665117898497,0.2570973712540523,0.4133730788763227,4.665793996140895,0.07356882123299793,14.379453409308802,173.35200963055382,0.9881985960138633,3.1375225747737656,0.6636017032895997,12.879245261875168,8
7.432619898692848,0.28028563967896364,0.2351599908872355,3.293362875765956,0.05006264364084088,18.64958351169279,137.83513435748435,0.9913151624234696,3.2331040018237083,0.53919383216103,12.13616264016793,8
7.517663033501778,0.2613424242811707,0.5366145484817024,8.231018738342645,0.030395706193045748,25.59583307147337,99.95758800161497,0.9904391593484368,2.8334988233524827,0.9001336362434177,13.47053462979746,7
5.533561782623643,0.40763901034082095,0.39822390161666527,17.968143039057967,0.06591652049963012,10.95674738674752,223.48999420171972,0.9923592130574963,3.1046809095192485,0.45002072709955127,9.601875048977336,7
6.3549934619589985,0.2172977478322927,0.1246932134262983,1.737286815398829,0.04528332953672209,22.643384246941206,154.7782557068725,0.9917204682683236,3.0133108020584505,0.7708828526117043,10.190920917248889,7
4.824519568604573,0.1848155965472201,0.4225061626621301,19.579179603516437,0.040393284699258486,10.833618702867238,149.0564916673011,0.9878168520928314,3.2632870651198096,1.0770741169936189,15.055669093353558,7
7.03270702904826,0.22414634013293386,0.45116264413327933,18.24849782416823,0.03926546948445863,1.0333692254926916,117.05042608991772,0.992675997437111,2.9394350005760774,0.7463917792505176,11.398991845989027,7
5.447573635563543,0.19063704026987938,0.43491277999923394,8.385179262702733,0.053539554247220233,27.90084837624026,117.95095191768146,0.9907336271068341,2.8269646293505257,0.7509598687122854,11.52157082170479,7
6.123342806116971,0.3371847474096059,0.3625067322351232,7.156891244805659,0.03814143841636394,4.144150802685626,223.90630477479036,0.9887012250681249,2.9814986905708323,0.6588234061181176,10.60522307610606,7
6.167758988283667,0.17035927005615747,0.32504417241479727,5.827770520963312,0.049497415497223134,21.03620216081003,142.42177373641047,0.9930875144837522,3.027209957671215,0.5513907856900271,10.148018668737466,7
6.29835477453757,0.3593293783626516,0.4124774766984428,6.994991555794154,0.03196634030092196,3.8149491137150484,146.46807407802066,0.986941869179978,2.7275760838636254,0.6370485643401074,10.439124710073768,7
6.279712217544154,0.3171953343827494,0.25296803696712,4.06678255714249,0.03997093059798289,-0.34740817679364966,176.590338436982,0.9933065491903142,3.3525320281545015,0.9886927100725995,10.582358837501815,7
4.9134000476981186,0.16949725252521294,0.24511079733011332,13.9795724227924,0.04433826391882608,14.261944210311553,150.68831273886178,0.9913876888858105,2.973124538252295,0.5789757319589073,9.798797675114216,7
4.997989397919612,0.3112296346102499,0.3099643304420868,3.1506175019065017,0.0353833845513695,24.05967547120226,166.25149349131712,0.98844852579826,2.914821667154934,0.7447138388962622,9.323287420410043,7
6.2740018367167565,0.2455410463551584,0.30340724107870864,1.9621529231356096,0.06177480636851862,0.753547575597171,188.60737073958717,0.9948701602008249,3.1891230093474934,0.642451482690986,14.542169160314344,7
7.052686297912192,0.17906216124281804,0.7215825524675453,3.09339452749254,0.0343121330097794,8.418863426383776,187.21824360061584,0.9887205778386107,2.898899942521479,0.9752309839325711,14.601000060241255,7
4.821844698027409,0.22541553011683457,0.1513714374368467,7.231353745209212,0.05048401789287354,36.60755356518697,170.9383087570469,0.9894440732632586,3.049717751727388,0.4700145274205963,10.037504851814402,7
5.848964488497949,0.290281447444351,0.33524519089679894,5.412625503760338,0.1512308481647484,14.59177567157354,165.3457623123662,0.9889108619699336,2.9009846985920733,0.3561162169673216,12.580360700571413,7
4.871546508757467,0.3139626155589846,0.332953938735927,18.70330029702707,0.057876453649899434,25.43461174377974,147.35827423139352,0.9917371848657662,2.962174803971293,0.673151283855111,7.919714996377579,7
5.809261673026626,0.2724987090347497,0.5409985436218212,3.9430241613327057,0.059690946836160864,15.64006926981598,107.76921469785576,0.9926203202725887,3.7200793070776106,0.5213197037171875,13.026815126541601,7
5.50099696629537,0.17624532020686784,0.6671625712126144,4.22559391923204,0.06350407093871377,11.82954889202199,140.26881884538608,0.9862349762028674,3.05200268419061,0.5257513676878747,10.217878993224685,7
5.874318815069246,0.19502740073864405,0.691110506822679,7.6292330782642495,0.025332953196169128,38.99616078972253,134.85433488855654,0.9933897588994052,2.935342551536215,1.0806506289317888,12.211447666263975,7
5.447652313759473,0.2614553121456517,0.6136352655378763,3.543590666018611,0.05919210808799845,12.048807614496539,100.5289074430084,0.9894640681775518,2.810741146275811,0.6144859640135577,13.321817613216773,7
5.757072006576825,0.3719152450706391,0.2872420705245189,7.8159581792087085,0.03913904565794663,7.195012044248916,183.03432408253403,0.9863359534939108,3.5185310863092365,0.5692345145499639,13.467201326671402,7
5.682493823219853,0.34931258651454045,0.3785245722186724,16.816152243748554,0.04774138369434765,21.745862312941743,180.0063483724643,0.9898375476026646,3.123184709190328,0.8789306414052038,10.227479182040584,7
5.669111663412632,0.17094708271751008,0.34107203815494985,6.032051356690725,0.026193849489310098,8.712324326779676,147.72282385543483,0.987298915654039,3.048547747886868,0.867428472334989,10.870584909787638,8
5.456027013523819,0.3760428746532323,0.4908972524756013,1.9465141989428068,0.056554490337652405,14.175002133433274,130.95979859947448,0.9934082658107586,3.160227995667775,1.091413430666306,12.579467116847837,8
5.529229366277195,0.08161536935446843,0.5231574635477414,13.798138237349088,0.04875829759524357,24.283217200326487,143.10905678705504,0.9854370713343832,3.0994552679471266,0.5374538393599677,11.874819755094498,7
6.112244587200296,0.233206251644195,0.4890292848860974,2.3249449409701644,0.05705699948021055,13.229349855671401,180.65995603698758,0.9930237873285788,2.9931388857898598,0.3167953700081415,12.987791315301022,7
5.823503835386684,0.15034270804379138,0.5672384381905708,7.751650811818978,0.08210732044040038,32.13119159474732,169.72098422822822,0.9943016293777451,3.330978209198071,0.587591564310276,9.924684158245197,7
6.224210406776246,0.25907458489164,0.39375690737863855,4.197736747557021,0.035627340280987456,5.274431673565463,96.21615058693752,0.9901522511731672,3.1900977416360954,0.5723606318846325,8.351601305444833,7
5.924288525063165,0.4139123257652746,0.2557144287120778,14.788716033936627,0.04110784963299432,22.432088357989215,175.2219946933917,1.0003418959149148,3.0549759672258725,0.4224232628022095,10.074832548641645,7
5.713144994269049,0.07848118593462136,0.531788984257979,2.8466642945552816,0.0197064401751117,0.5467414983420191,167.17237556391302,0.9923131196164472,3.091821289105928,0.7257857989833489,12.12382380385386,7
4.983303661762476,0.1293631699957175,0.2063114293277099,3.554038357261307,0.06261713760200988,47.282755945528855,117.72859874790936,0.9963255362462814,3.351713134797018,0.6837251033129949,10.224774976895802,7
6.148096530883611,0.196089627141676,0.5323217628491606,1.5154894104673242,0.05795455192687041,10.915651441159408,155.12218874877973,0.9918281900424409,2.9155896232327447,0.909548220447395,12.791738505257928,7
6.333475134779465,0.3418717481003194,0.4226467540156775,7.208109657191702,0.04440156027470733,-2.4924724596546035,218.5957499094501,0.9975836174224206,3.210068603838365,0.7875098457941005,10.568725199171729,7
5.441945735618648,0.1437886074298276,0.42629059824498305,7.897812075744109,0.03812765250289129,39.84390036485551,139.33968411300876,0.989514430842598,2.898555046587459,1.133956657014982,9.021438041984473,7
4.932458735142593,0.39364535249267746,0.40363674773387104,1.16668194803662,0.04390307765225084,34.027065430912565,124.48112774695119,0.9911450265820688,2.909376091735131,0.43226362839060384,9.365581379906622,7
5.556397634989766,0.2139013132974723,0.26211752456634624,15.04032477766225,0.039400631316868925,23.57669251024245,180.47625455355387,0.9909634558494089,2.929781368108607,0.6879622014368381,11.813401189658924,7
5.931491242710035,0.10307980795474811,0.45084121832105195,7.082298404267883,0.03896102415706041,18.083746113325798,135.40777859004658,0.996195592969139,2.846571847636393,0.6395517179142557,10.279179869151111,8
4.81277224906894,0.10297981004796312,0.3101994766414325,6.815335069191745,0.028449559449939765,5.838795384694212,187.56740559423451,0.9854703416780741,2.8414887816187977,0.5238392759565607,11.950046766703036,7
5.038547246734924,0.312912334403727,0.22820799935450348,7.117006871490528,0.06479088493645296,13.646613762004481,145.3211784975812,0.9958658911663835,3.1339567827788946,0.8394370121307575,12.407001263517655,7
4.945619274764575,0.32494554130126563,0.5559822929369316,3.427801038303355,0.040187292285800716,39.02155411492982,173.2562025167628,0.9888671151333014,3.080626261336786,1.1940900063850746,14.367001092261528,7
5.849441406258595,0.18152724620678148,0.4987857448304313,2.4737020063594164,0.05023413379809695,33.06162623779026,146.74646716208196,0.9857759778498948,2.963272691335278,0.5787991076702204,9.886360451854404,7
4.87332867462261,0.24356841016015038,0.37239100638045836,3.4674384001108693,0.05805391200510411,9.710563541823994,211.58483343272377,0.986052337474595,3.0440520336692156,0.9986975372738178,12.000161815543358,8
6.282727117551139,0.31522225052558706,0.5999115904644292,5.909578243191072,0.06175845475756661,1.3535376609632621,166.31285732976315,0.9853960893736579,2.95814474277953,0.7262975709612074,12.00706590230661,8
6.978816631775987,0.34302253462928584,0.3529292872049918,0.5659170403305205,0.028023192689779996,3.9492740879235484,186.40288906070313,0.9863736566042005,2.895227884805319,1.183052936575923,9.041730452816044,7
6.053585634693455,0.19531061236633837,0.3732908443018235,7.682996045692203,0.06829769852529954,3.5199807272963177,239.0743462726076,0.9884980278890378,3.006179814560378,0.6947022628211291,8.755550180122325,7
4.842628451268181,0.2203584702189028,0.6483877426548011,8.038923682316629,0.048886004751813025,17.50029239391077,204.904234273439,0.9911372968264802,3.0411790385318427,0.37712197801678005,11.68170528564812,7
5.976736071672912,0.24947339127942997,0.6082661145038845,4.584313055771515,0.06355510757576881,30.51669732907711,181.11711978297112,0.9859851143768986,2.96576526919314,0.789635710048976,9.597239038782218,7
6.105106503043112,0.1978508453920008,0.25796006270360333,6.248842069000377,0.037467442596134576,44.18179777226237,102.9549654891969,0.991897250929097,3.287755553430631,0.7900237410032754,12.944608298345711,7
5.928798164621582,0.11076217529784635,0.20686399945759137,20.4682908226629,0.055561315862078076,8.368578900887853,217.77844518425016,0.992880970552923,2.9973689059300623,0.7127586574567775,11.598545237762583,7
6.453495158486663,0.22839867718092777,0.557145139022196,5.96687442188085,0.04030089451875383,16.086576011293417,134.36359017414406,0.9887812476789428,3.373558117094078,0.9238465693542208,8.76226926749715,8
6.157605859955581,0.17076747117359234,0.3488802317635751,10.635685757572363,0.0616260686258506,10.426429715511176,178.97262968201144,0.9847402945217352,2.7635942788752756,0.8042886584381194,11.578263489743092,7
5.8767052068685555,0.13201432489908876,0.41608695027769793,2.7274858014981165,0.031771380672908696,38.03942505338465,157.30723152556595,0.9935622157279801,3.0259883151061295,0.47448022930323336,10.803819028461325,7
5.869160531333372,0.1648979460235565,0.4046427347214018,8.04251244386556,0.04959989538963369,3.2143504881788196,105.28632382773023,0.9872055116037843,2.8785478990186686,0.7334872574533244,11.703309160173259,7
5.842583643434066,0.43718586426258405,0.5513852712416178,6.181076834153783,0.03874086809997711,26.49185980180726,201.73742494944145,0.992688216956612,2.8648740908146197,0.29351016824952275,10.764875823953421,7
5.676294036960446,0.26366238876449327,0.36421159534470876,4.7907415630239445,0.0463529997987914,5.089669369527044,102.17114899993666,0.992693226238468,2.966897333549942,0.83661495932877,8.118162815697476,7
5.533004010045751,0.2999187672816732,0.7969478378109647,7.759928579312044,0.06206065283146647,51.273830349327284,110.36260125327432,0.9861657062001853,3.0661087517794723,0.6876398318549649,10.622737655153559,7
6.135618411747989,0.19136551187466838,0.3253360516314811,5.958217615925701,0.05419628712309676,4.555149474967518,182.89176661823853,0.9884905707747933,2.874164156411817,0.6755154286768098,12.587035739472315,7
5.662322984536864,0.18995626406095825,0.38335437845986237,7.11646242379981,0.03039329252961575,22.98589106361543,108.38380777382494,0.9923481087184878,2.979410483393666,0.7046016491837637,13.55521809488961,7
5.9720538753069246,0.25084913345306215,0.31749880503439004,2.0266350687341923,0.033782160428219576,5.691067069818235,168.52496947251052,0.9943696569968882,3.1056432134090914,0.7089184674308675,9.314847420882602,7
5.6152240560291355,0.24405294374984693,0.4588684514330414,7.432842058172989,0.06459892223615821,8.915343357245813,153.33082952342545,0.9903789311517306,3.008455871768463,0.8874847569866473,12.84840767129799,7
6.182191259758571,0.2111230704849662,0.28658112393999857,3.6069612311090955,0.0665752160527494,14.806292930748082,184.04038969531274,0.9879587865551972,3.2430887358998293,0.8063070932829899,13.27638430235617,7
5.696743465373399,0.300942875095287,0.22750624171206169,6.595318876923718,0.03391021076578191,24.02359779825175,138.92742024452718,0.9934423204214251,3.1523403259490284,0.8059524691401168,13.858869153799194,7
4.473867977225652,0.38091845142570224,0.40565726260725454,7.180324705932984,0.05811501361807221,17.7354676558471,111.92169307715865,0.9897401142804121,3.2549281339044387,0.5791854469914993,9.857548037408089,7
5.245840393388087,0.19304261890514557,0.3876092726415269,10.542908724546127,0.04639402642570019,0.674769836051798,183.64944483539114,0.99210802421217,3.173276432650432,0.962157051832231,14.056837964693141,7
5.705885187710843,0.443140063208808,0.37096141418250944,16.628573048100172,0.03542782268804678,40.29795460415972,156.33108815824005,0.9900373430128003,2.9974500633064967,0.956845383585945,13.696802588774167,7
4.883001845456975,0.1936798480996557,0.31581305477186494,2.276400644660601,0.04108274853104747,28.123789828717463,99.60520919433999,0.9926895872614602,2.871064202691498,0.8788164860655817,13.15215916095753,7
6.04779509872792,0.2219991459174101,0.4046699547388375,2.846180717812863,0.030875091511161065,11.185338122614588,144.64990055307044,0.9941017097716425,2.7912093855492155,0.8299598471181666,11.860769690192612,7
5.5627504157096554,0.17445613988169084,0.21195956967668325,1.3157806070054405,0.05682921728398182,21.16681900322451,187.81413375754678,0.9890448772629156,3.035114412679572,0.5413873681112933,10.525081335498008,7
4.44247509010154,0.10942662805169677,0.4484686271948783,2.290832341069846,0.014175674984109387,28.890609387336404,74.5871668865207,0.9878056215349112,2.9326376838163584,0.7156793807884008,10.566266182051185,7
4.743395062877524,0.19528125850494604,0.37681092048443054,18.082808459335283,0.04634240424952914,39.20302877743142,170.3834655505841,0.9903093555865358,3.2549566430191903,0.6558962591587811,12.771134144092636,7
6.95625379205232,0.22309669334455118,0.33756066437155635,5.145442402359229,0.046352966833137374,28.132761390461994,178.00745077130014,0.9896348687255788,3.320451910795444,0.5477364513677294,9.850844843037217,8
6.499593087689736,0.20789468711085496,0.4106052626833376,6.981354061705403,0.04823131912450681,19.063122498449104,94.71293664507549,0.9885781756130553,2.9827318973352908,0.9525280800284064,14.216195766772211,7
5.8002779543427785,0.13089945506705986,0.40983487399612345,3.624647397627624,0.0551960310055659,9.674926062396011,154.72041670212323,0.9877630642515008,2.833098152362911,0.5743882677274076,9.61622882829431,7
5.722382446510121,0.3441289561272941,0.10601894646059565,4.492325597368384,0.03473905708198715,-1.4377792309639652,161.35279999872515,0.9878106070443662,3.096446264396778,0.808839977352139,10.473289456222668,7
4.961113954727322,0.2647725026682047,0.27298197011594394,5.43270438682549,0.0477736010709405,16.860952032332662,142.21122108075468,0.9859423393895629,2.8005796976034953,0.9453614439749787,9.022618545463928,7
5.530562742469603,0.30350020629082197,0.35201589094782015,5.597713681662588,0.03814548781097641,12.303227255736743,151.17991451185708,0.9869812376920426,3.1036424706059513,0.6039990096308789,10.995042783734583,7
5.862586848913257,0.3154802852964777,0.3350048771841918,3.138658787153144,0.04281704553866894,23.510890839879156,169.87204980893364,0.9869416976156722,2.9192813380025187,0.7242151600722626,9.724845549828407,7
4.694043833572,0.39559084400129924,0.3739016104097614,5.900808339406451,0.05601209535044335,10.847125108412953,155.95532145980985,0.9898067298080037,3.1939189523102205,0.5190428425398967,8.526708794124104,7
3.43351395896148,0.40732850709054164,0.6666670320136792,7.370336657751035,0.051156355287652173,35.206641633167465,101.89950881126636,0.9890164684200297,2.8767513909452553,0.5867325270736431,9.2812389066026,7
5.728810806638981,0.17937279404390213,0.6799072553006689,6.469789637967446,0.03656057861093215,27.496711663656406,114.60992909204083,0.9913480951128605,3.158056783328925,0.7760957648251939,11.804060862329322,7
6.305720623679149,0.2828046954634992,0.45056416116420533,11.530342270335826,0.046206625267184,-0.2705269048327068,144.9820271580863,0.9859759112445158,2.7899635170606083,0.6756574483968205,10.854746846952489,7
4.616619895124504,0.5132089954029552,0.3598351766536914,2.8531736449322396,0.06457987988291976,42.05122008859927,146.31667882378196,0.987428458924803,2.838304006242197,0.543120294738055,10.779580625300454,7
5.949967867034391,0.1206330138287889,0.5181278828205044,3.3709569135227664,0.035650342938294485,52.800745687908254,199.92886535643856,0.9891316707662267,3.1989410561284517,0.6976781593442276,11.654173855845396,7
5.820575784055908,0.18381104089131176,0.5996787158932848,6.606977889602829,0.045847449430418234,-3.9181732075881364,170.5381713559469,0.9851157339881446,2.947668618323412,0.8843389251321795,9.462990927481496,7
6.248305531457903,0.20309156184167537,0.35942260315409336,5.753311819711653,0.041525028866482,19.052310431039206,96.47035554701165,0.9900935600723565,3.097917830040952,0.6490340542251058,9.547878789111458,7
6.179901146181706,0.23309460035452534,0.6609910043683114,9.44599107988398,0.05613240104926087,28.609617284024125,218.56541332381306,0.993779986578131,3.1669862195462137,0.9931029421928509,8.27293973172017,7
6.426951848211727,0.22508035384126632,0.459473432718844,2.8621163141036625,0.06272688004225052,5.182499118570053,208.60075572279797,0.9946276680141125,3.1708415070782516,0.627959902477361,12.130715218312535,7
4.639409137082413,0.29464079124616394,0.3762160390609961,1.6298146274640066,0.02948833297748846,15.16003215140941,122.78362799775289,0.9846772040269636,3.063150170682868,0.8493820814591344,10.247321422953494,7
4.827347356404887,0.10102909832904554,0.34274798275260276,7.803235111756701,0.05413709402576997,50.211045176852764,152.366400829385,0.9951213487539645,2.9080247979587632,1.037239491399822,11.944723054344395,7
4.812010259477174,0.1727216956071073,0.5132836325073813,7.580590198620179,0.041598732805837084,29.223527186969402,145.4124199520298,0.9905428546442472,2.9119471596911835,0.6183626891813487,12.516382047030989,7
7.25795112002219,0.17459927971247452,0.6056997811716627,20.29973753165774,0.051201232028760923,27.067016251176533,175.00933163825005,0.986288670964527,3.3713925998024057,1.0444228579395725,10.210690143091774,7
5.4981795683974415,0.4965177160030632,0.1873032087030779,15.796861475597229,0.06109134401727946,41.492206312570474,155.99299648578213,0.9878655667862009,3.1751074353229174,0.8158812921536328,9.486260705284668,7
3.6799730696431863,0.13070804238084316,0.47248570967293035,7.903079745966968,0.04034248510743009,11.753067578113642,104.56210029257178,0.988196716752625,3.3972918849943157,0.6553049952054416,11.918914882110437,7
6.287496636598196,0.1854855862360045,0.5315657830581406,7.192614962311479,0.05366484010580141,-2.822332946544865,148.54881504771933,0.9871799930201608,2.840654760863434,0.7007242127832689,11.195137457865645,7
4.940437613513875,0.24561072859690958,0.5075659763429625,7.154644777066235,0.03044002805432536,-0.856479933790844,125.26492061606558,0.9875544771100271,2.8866544161614733,0.5127983034398924,12.219243693357734,7
5.778084688115615,0.1149245658021728,0.37295374644802737,14.940009269045813,0.040868872841733156,6.368540455854273,125.03989454102962,0.9976931883845612,3.3111877947449218,0.7562577998242836,10.092188508296168,8
6.32132165284729,0.14662519156398907,0.6226305720305941,6.033504970654026,0.04519300741433661,35.33549564214078,185.2359423073682,0.99280082458675,3.2842803799433664,0.8689692602990522,12.783207123485008,7
6.253085752273453,0.2727127058939958,0.3744572091542881,6.853089433385138,0.06800400941383965,21.98932052930759,173.98116629570012,0.9947389537851592,3.003160872741007,0.5463800863214439,10.975680155841502,7
5.303430450381141,0.15814178819310773,0.6017393745450708,2.5280080026597576,0.03363852646814512,14.303643999389536,172.65537837553717,0.990591274034368,2.882103081077491,0.5336843146837154,11.106012002928399,7
6.15683612074533,0.27919848740166775,0.6723678726844375,1.91710011721525,0.041386334270514545,9.932330650253197,135.68380396703307,0.9941289721084499,3.0079813880449375,0.6006819231341738,13.483906629023013,7
4.85208496713685,0.16152948961950217,0.19446967688230268,5.615887509234522,0.05811755393105726,36.86236206208484,165.10657517156,0.9926824552277578,3.2307573923270727,0.38086213038428185,11.509183430008932,7
6.509117472316251,0.17048911156516208,0.38098797433529347,6.870133013268478,0.04560403442510631,13.033473505754948,238.17518547072746,0.9916687235243956,2.907743673103375,0.6003749793139173,13.097428742256804,7
6.2265082835121515,0.2877683812426019,0.37746391148975056,8.067186449986686,0.05448821049977531,22.770898460368173,201.22303208571282,0.9948059065175459,2.99618096684241,0.6618197868412639,13.415677738680408,7
6.426673323523089,0.40660139028212144,0.4978934857487969,3.396251928343764,0.05194306435746454,38.91880057727157,146.25600194921353,0.9923582861711095,2.8813058245331957,0.4178808459458696,11.005941179986138,8
5.875674654030957,0.13821983125059495,0.34573206553035224,8.541219198280753,0.06571989375898038,33.34389921854722,196.6134106606915,0.9949464301174685,2.9540623237962165,0.6801110627514043,13.533134320159448,7
7.825659338432226,0.24805517651308287,0.5011749302149141,8.265690889046294,0.04445925422589002,0.861247739815159,237.1582265299346,0.9912864241105891,3.3903120761003915,1.2647876350638327,11.674208069353622,7
4.294935047270397,0.35728476392411157,0.4142796298049535,4.716891383620916,0.05788988319298777,34.4673898646203,200.86450277031022,0.9850191287219748,3.2297223031380806,0.5053277531612914,9.384382594156602,7
5.498112401526777,0.07439272743690123,0.29426180047902006,7.530921255722159,0.022268305091324728,-1.511526689534307,146.0111693374691,0.9888426115835788,3.0075507722145276,0.7840607688208077,11.065072369370304,7
5.90434950195954,0.17410424744768924,0.044019791345047854,4.689366929979113,0.050864794716764895,27.23545698191449,188.21875245049154,0.9906813840973678,3.178377612404472,0.6959057307960095,11.259751475776607,7
4.460379084025967,0.1443012743112657,0.37030387232529555,8.216062894308797,0.04137372466106398,8.761452625494545,102.6264597826599,0.9912531861665788,3.0089354354472158,0.7708492629639372,13.035176747146712,7
5.771156252022181,0.2529501856511472,0.2731187777698165,3.356338868484764,0.04411301899221207,6.980376683236845,199.1152643433818,0.9869718633435207,2.8057585830224077,0.6357501847147029,8.167921367782055,7
5.849019774854504,0.1484405256304467,0.30939265954877593,12.953318265977781,0.06419092667916465,34.16267857157265,155.085391593906,0.990181190465844,3.102861136788909,0.5400598594764221,10.359258758459616,8
5.286490619014716,0.25392642931516024,0.27778363360982017,2.798415722445281,0.06943331511303781,18.52004709054068,122.65194707682986,0.9934826360944162,3.065709331219953,0.5857346930559257,11.089584521161914,8
6.240283097776044,0.31455823560026136,0.2848017487935873,12.224125828494246,0.0384635183836546,9.422269066957712,158.70553719053993,0.9905177356769066,3.054384698077101,0.7713137064489852,12.89907102521955,7
4.951880574638178,0.23665915051560363,0.36830989303407735,8.541734129483675,0.04554883515620005,47.35746104714738,129.83731315659315,0.9922413287261238,3.073810402352287,0.37372525299609477,12.842409363671546,7
5.99292563895687,0.19493918818667672,0.3479790975786634,5.998444059032559,0.04923309171478484,46.4502599424284,167.3473716016687,0.9926709582604588,3.4276134376498746,0.587488442345254,10.775205954692746,7
6.040516220074779,0.24542188678151686,0.040585464792059156,3.0886316315424005,0.039297334753297435,14.74594253318533,229.92344299222404,0.9902066586890651,2.821827631114747,0.7071250780021415,9.790683249473727,7
5.781141155385483,0.3539343013763398,0.3153110902286691,6.729133043313164,0.05400288142814917,19.133870791731454,219.51225911262543,0.9969249141055031,2.971150148578472,0.5535237489052219,12.105963129579642,7
5.086297495507186,0.17974603020311533,0.35029543518874634,7.331679410497806,0.03631301219815155,12.427468391211793,181.98347831189693,0.9876375179422163,3.287097099331643,0.7618069879663136,9.103310793667125,7
6.02623149243782,0.15113777471682657,0.3329968452664325,3.5912955048222504,0.03538853643667544,12.459719112579725,173.94483987772145,0.9929536106354528,2.8957693655858643,0.4738364106179733,10.727006488235922,7
